datetime,Year,Month,Day,Hour,Minute,temp_air,temp_dew,dhi,dni,ghi,albedo,pressure,wind_direction,wind_speed
2023-01-01 00:00:00,2023,1,1,0,0,8.200000000000001,8.200000000000001,0,0,0,0.13,1003,239,1.6
2023-01-01 01:00:00,2023,1,1,1,0,7.9,7.9,0,0,0,0.13,1003,254,1.5
2023-01-01 02:00:00,2023,1,1,2,0,7.9,7.9,0,0,0,0.13,1002,257,1.8
2023-01-01 03:00:00,2023,1,1,3,0,7.4,7.4,0,0,0,0.13,1002,258,1.4
2023-01-01 04:00:00,2023,1,1,4,0,7.1000000000000005,7.1000000000000005,0,0,0,0.13,1002,270,1.7000000000000002
2023-01-01 05:00:00,2023,1,1,5,0,6.800000000000001,6.800000000000001,0,0,0,0.13,1002,275,1.9
2023-01-01 06:00:00,2023,1,1,6,0,6.2,6.2,0,0,0,0.13,1003,282,1.8
2023-01-01 07:00:00,2023,1,1,7,0,5.6000000000000005,5.6000000000000005,0,0,0,0.13,1003,289,1.7000000000000002
2023-01-01 08:00:00,2023,1,1,8,0,5.300000000000001,5.300000000000001,0,0,0,0.13,1004,293,1.9
2023-01-01 09:00:00,2023,1,1,9,0,5.4,5.4,0,0,0,0.13,1005,296,2.1
2023-01-01 10:00:00,2023,1,1,10,0,5.1000000000000005,5.1000000000000005,0,0,0,0.13,1005,299,2.0
2023-01-01 11:00:00,2023,1,1,11,0,4.9,4.9,0,0,0,0.13,1006,300,1.9
2023-01-01 12:00:00,2023,1,1,12,0,4.5,4.5,0,0,0,0.13,1007,301,1.9
2023-01-01 13:00:00,2023,1,1,13,0,5.2,4.7,37,6,37,0.13,1008,304,2.0
2023-01-01 14:00:00,2023,1,1,14,0,7.0,5.7,97,3,98,0.13,1009,306,2.0
2023-01-01 15:00:00,2023,1,1,15,0,9.2,6.1000000000000005,55,833,350,0.13,1009,308,2.1
2023-01-01 16:00:00,2023,1,1,16,0,11.1,5.800000000000001,60,882,440,0.13,1009,308,2.3000000000000003
2023-01-01 17:00:00,2023,1,1,17,0,12.3,5.7,62,899,477,0.13,1008,299,1.9
2023-01-01 18:00:00,2023,1,1,18,0,13.1,5.9,62,888,457,0.13,1007,281,1.4
2023-01-01 19:00:00,2023,1,1,19,0,13.0,6.9,178,225,263,0.13,1007,259,1.1
2023-01-01 20:00:00,2023,1,1,20,0,11.8,8.700000000000001,48,761,256,0.13,1007,243,0.7000000000000001
2023-01-01 21:00:00,2023,1,1,21,0,10.0,5.800000000000001,32,547,105,0.13,1008,230,1.2000000000000002
2023-01-01 22:00:00,2023,1,1,22,0,8.5,5.4,0,0,0,0.13,1008,218,1.4
2023-01-01 23:00:00,2023,1,1,23,0,6.9,5.5,0,0,0,0.13,1009,215,1.4
2023-01-02 00:00:00,2023,1,2,0,0,5.4,5.4,0,0,0,0.13,1009,210,1.4
2023-01-02 01:00:00,2023,1,2,1,0,4.800000000000001,4.800000000000001,0,0,0,0.13,1009,212,1.4
2023-01-02 02:00:00,2023,1,2,2,0,4.800000000000001,4.800000000000001,0,0,0,0.13,1009,228,1.4
2023-01-02 03:00:00,2023,1,2,3,0,4.800000000000001,4.800000000000001,0,0,0,0.13,1010,253,1.3
2023-01-02 04:00:00,2023,1,2,4,0,5.0,5.0,0,0,0,0.13,1010,275,1.3
2023-01-02 05:00:00,2023,1,2,5,0,5.0,5.0,0,0,0,0.13,1010,292,1.2000000000000002
2023-01-02 06:00:00,2023,1,2,6,0,4.5,4.5,0,0,0,0.13,1011,307,1.2000000000000002
2023-01-02 07:00:00,2023,1,2,7,0,3.8,3.8,0,0,0,0.13,1011,318,1.2000000000000002
2023-01-02 08:00:00,2023,1,2,8,0,3.5,3.5,0,0,0,0.13,1011,325,1.2000000000000002
2023-01-02 09:00:00,2023,1,2,9,0,3.8,3.8,0,0,0,0.13,1012,329,1.1
2023-01-02 10:00:00,2023,1,2,10,0,3.5,3.5,0,0,0,0.13,1012,326,1.2000000000000002
2023-01-02 11:00:00,2023,1,2,11,0,3.9,3.9,0,0,0,0.13,1013,327,1.1
2023-01-02 12:00:00,2023,1,2,12,0,5.300000000000001,5.300000000000001,0,0,0,0.13,1013,334,1.1
2023-01-02 13:00:00,2023,1,2,13,0,6.800000000000001,6.0,31,0,31,0.13,1013,330,0.9
2023-01-02 14:00:00,2023,1,2,14,0,9.0,7.5,57,606,200,0.13,1013,317,0.5
2023-01-02 15:00:00,2023,1,2,15,0,10.6,8.200000000000001,102,0,102,0.13,1013,243,0.4
2023-01-02 16:00:00,2023,1,2,16,0,12.4,9.0,221,30,235,0.13,1013,210,0.7000000000000001
2023-01-02 17:00:00,2023,1,2,17,0,14.3,9.4,264,109,314,0.13,1012,213,1.1
2023-01-02 18:00:00,2023,1,2,18,0,14.9,9.9,244,50,266,0.13,1012,201,1.3
2023-01-02 19:00:00,2023,1,2,19,0,14.4,10.7,128,1,129,0.13,1011,188,1.3
2023-01-02 20:00:00,2023,1,2,20,0,12.8,10.8,8,0,8,0.13,1011,179,1.0
2023-01-02 21:00:00,2023,1,2,21,0,10.3,9.2,21,0,21,0.13,1011,175,1.1
2023-01-02 22:00:00,2023,1,2,22,0,8.9,8.6,0,0,0,0.13,1012,174,1.2000000000000002
2023-01-02 23:00:00,2023,1,2,23,0,8.6,8.5,0,0,0,0.13,1012,174,1.4
2023-01-03 00:00:00,2023,1,3,0,0,8.4,8.4,0,0,0,0.12,1012,176,1.4
2023-01-03 01:00:00,2023,1,3,1,0,8.0,8.0,0,0,0,0.12,1012,178,1.4
2023-01-03 02:00:00,2023,1,3,2,0,7.300000000000001,7.300000000000001,0,0,0,0.12,1012,179,1.3
2023-01-03 03:00:00,2023,1,3,3,0,6.4,6.4,0,0,0,0.12,1011,175,1.1
2023-01-03 04:00:00,2023,1,3,4,0,5.9,5.9,0,0,0,0.12,1012,177,1.0
2023-01-03 05:00:00,2023,1,3,5,0,5.7,5.7,0,0,0,0.12,1011,177,1.0
2023-01-03 06:00:00,2023,1,3,6,0,5.800000000000001,5.800000000000001,0,0,0,0.12,1011,175,1.0
2023-01-03 07:00:00,2023,1,3,7,0,6.0,6.0,0,0,0,0.12,1011,176,1.0
2023-01-03 08:00:00,2023,1,3,8,0,6.2,6.2,0,0,0,0.12,1010,179,1.0
2023-01-03 09:00:00,2023,1,3,9,0,6.2,6.2,0,0,0,0.12,1010,179,1.1
2023-01-03 10:00:00,2023,1,3,10,0,6.1000000000000005,6.1000000000000005,0,0,0,0.12,1009,177,1.1
2023-01-03 11:00:00,2023,1,3,11,0,6.1000000000000005,6.1000000000000005,0,0,0,0.12,1009,171,1.1
2023-01-03 12:00:00,2023,1,3,12,0,6.2,6.2,0,0,0,0.12,1009,168,1.2000000000000002
2023-01-03 13:00:00,2023,1,3,13,0,7.7,7.7,3,0,3,0.12,1008,172,1.6
2023-01-03 14:00:00,2023,1,3,14,0,9.3,8.9,17,0,17,0.12,1008,174,2.2
2023-01-03 15:00:00,2023,1,3,15,0,10.9,10.3,37,0,37,0.12,1007,187,2.6
2023-01-03 16:00:00,2023,1,3,16,0,11.9,11.3,48,0,48,0.12,1006,204,2.7
2023-01-03 17:00:00,2023,1,3,17,0,12.8,12.2,138,9,143,0.12,1005,211,3.1
2023-01-03 18:00:00,2023,1,3,18,0,13.7,12.9,201,230,304,0.12,1004,206,3.2
2023-01-03 19:00:00,2023,1,3,19,0,14.2,13.3,64,1,64,0.12,1003,202,3.0
2023-01-03 20:00:00,2023,1,3,20,0,13.8,13.2,136,102,164,0.12,1003,199,2.8000000000000003
2023-01-03 21:00:00,2023,1,3,21,0,13.2,12.9,20,0,20,0.12,1003,198,2.7
2023-01-03 22:00:00,2023,1,3,22,0,12.7,12.6,0,0,0,0.12,1003,199,2.7
2023-01-03 23:00:00,2023,1,3,23,0,12.7,12.5,0,0,0,0.12,1003,200,3.0
2023-01-04 00:00:00,2023,1,4,0,0,12.7,12.3,0,0,0,0.12,1002,201,3.1
2023-01-04 01:00:00,2023,1,4,1,0,12.7,12.3,0,0,0,0.12,1002,203,3.1
2023-01-04 02:00:00,2023,1,4,2,0,12.7,12.2,0,0,0,0.12,1002,208,2.9000000000000004
2023-01-04 03:00:00,2023,1,4,3,0,12.5,12.1,0,0,0,0.12,1002,215,2.8000000000000003
2023-01-04 04:00:00,2023,1,4,4,0,12.3,11.9,0,0,0,0.12,1002,218,2.6
2023-01-04 05:00:00,2023,1,4,5,0,12.1,11.8,0,0,0,0.12,1002,221,2.4000000000000004
2023-01-04 06:00:00,2023,1,4,6,0,11.8,11.7,0,0,0,0.12,1002,224,2.2
2023-01-04 07:00:00,2023,1,4,7,0,11.3,11.3,0,0,0,0.12,1003,230,1.9
2023-01-04 08:00:00,2023,1,4,8,0,10.7,10.7,0,0,0,0.12,1003,235,1.6
2023-01-04 09:00:00,2023,1,4,9,0,9.9,9.9,0,0,0,0.12,1003,234,1.4
2023-01-04 10:00:00,2023,1,4,10,0,9.9,9.9,0,0,0,0.12,1004,238,1.4
2023-01-04 11:00:00,2023,1,4,11,0,9.4,9.4,0,0,0,0.12,1004,229,1.1
2023-01-04 12:00:00,2023,1,4,12,0,9.4,9.4,0,0,0,0.12,1004,214,1.1
2023-01-04 13:00:00,2023,1,4,13,0,10.6,10.6,27,1,27,0.12,1004,202,1.1
2023-01-04 14:00:00,2023,1,4,14,0,11.4,11.4,93,12,96,0.12,1005,193,1.2000000000000002
2023-01-04 15:00:00,2023,1,4,15,0,12.1,12.1,159,35,171,0.12,1005,188,0.8
2023-01-04 16:00:00,2023,1,4,16,0,12.6,12.4,216,117,267,0.12,1004,158,1.0
2023-01-04 17:00:00,2023,1,4,17,0,12.9,12.6,199,43,219,0.12,1002,163,1.7000000000000002
2023-01-04 18:00:00,2023,1,4,18,0,13.4,12.9,135,8,139,0.12,1001,159,1.9
2023-01-04 19:00:00,2023,1,4,19,0,13.7,13.3,36,0,36,0.12,1000,160,2.0
2023-01-04 20:00:00,2023,1,4,20,0,13.3,13.1,23,0,23,0.12,1000,160,1.7000000000000002
2023-01-04 21:00:00,2023,1,4,21,0,12.5,12.5,11,0,11,0.12,1000,169,1.6
2023-01-04 22:00:00,2023,1,4,22,0,12.2,12.2,0,0,0,0.12,1000,174,1.7000000000000002
2023-01-04 23:00:00,2023,1,4,23,0,12.1,12.1,0,0,0,0.12,1000,182,1.7000000000000002
2023-01-05 00:00:00,2023,1,5,0,0,12.0,12.0,0,0,0,0.13,1001,195,1.9
2023-01-05 01:00:00,2023,1,5,1,0,12.0,12.0,0,0,0,0.13,1001,209,2.0
2023-01-05 02:00:00,2023,1,5,2,0,12.3,12.3,0,0,0,0.13,1001,226,2.2
2023-01-05 03:00:00,2023,1,5,3,0,12.1,12.1,0,0,0,0.13,1001,241,1.9
2023-01-05 04:00:00,2023,1,5,4,0,11.1,11.1,0,0,0,0.13,1002,250,1.7000000000000002
2023-01-05 05:00:00,2023,1,5,5,0,10.3,10.3,0,0,0,0.13,1003,260,1.6
2023-01-05 06:00:00,2023,1,5,6,0,9.6,9.6,0,0,0,0.13,1003,266,1.5
2023-01-05 07:00:00,2023,1,5,7,0,8.9,8.9,0,0,0,0.13,1004,276,1.4
2023-01-05 08:00:00,2023,1,5,8,0,8.4,8.4,0,0,0,0.13,1005,289,1.3
2023-01-05 09:00:00,2023,1,5,9,0,7.800000000000001,7.800000000000001,0,0,0,0.13,1005,305,1.3
2023-01-05 10:00:00,2023,1,5,10,0,7.4,7.4,0,0,0,0.13,1006,322,1.3
2023-01-05 11:00:00,2023,1,5,11,0,7.300000000000001,7.300000000000001,0,0,0,0.13,1006,337,1.3
2023-01-05 12:00:00,2023,1,5,12,0,7.300000000000001,7.300000000000001,0,0,0,0.13,1007,351,1.2000000000000002
2023-01-05 13:00:00,2023,1,5,13,0,8.8,8.1,36,5,36,0.13,1007,4,1.1
2023-01-05 14:00:00,2023,1,5,14,0,10.9,8.8,73,5,74,0.13,1007,13,1.6
2023-01-05 15:00:00,2023,1,5,15,0,12.6,9.0,171,94,205,0.13,1007,15,1.3
2023-01-05 16:00:00,2023,1,5,16,0,14.5,6.6000000000000005,161,436,351,0.13,1007,20,1.2000000000000002
2023-01-05 17:00:00,2023,1,5,17,0,15.2,5.9,216,22,226,0.13,1006,20,0.6000000000000001
2023-01-05 18:00:00,2023,1,5,18,0,15.4,5.9,257,168,333,0.13,1005,244,0.1
2023-01-05 19:00:00,2023,1,5,19,0,15.2,6.6000000000000005,175,12,179,0.13,1005,218,0.6000000000000001
2023-01-05 20:00:00,2023,1,5,20,0,14.5,8.4,149,19,154,0.13,1005,198,0.4
2023-01-05 21:00:00,2023,1,5,21,0,13.0,6.6000000000000005,48,0,48,0.13,1005,154,0.6000000000000001
2023-01-05 22:00:00,2023,1,5,22,0,10.9,6.0,0,0,0,0.13,1005,125,1.0
2023-01-05 23:00:00,2023,1,5,23,0,9.2,6.300000000000001,0,0,0,0.13,1005,126,1.1
2023-01-06 00:00:00,2023,1,6,0,0,8.4,6.6000000000000005,0,0,0,0.13,1005,138,1.1
2023-01-06 01:00:00,2023,1,6,1,0,8.1,7.1000000000000005,0,0,0,0.13,1005,148,1.0
2023-01-06 02:00:00,2023,1,6,2,0,7.6,7.4,0,0,0,0.13,1006,140,0.8
2023-01-06 03:00:00,2023,1,6,3,0,7.2,7.2,0,0,0,0.13,1006,94,0.5
2023-01-06 04:00:00,2023,1,6,4,0,6.6000000000000005,6.6000000000000005,0,0,0,0.13,1006,41,0.6000000000000001
2023-01-06 05:00:00,2023,1,6,5,0,6.4,6.4,0,0,0,0.13,1006,19,1.1
2023-01-06 06:00:00,2023,1,6,6,0,6.4,6.2,0,0,0,0.13,1006,12,1.6
2023-01-06 07:00:00,2023,1,6,7,0,5.800000000000001,5.5,0,0,0,0.13,1007,13,2.0
2023-01-06 08:00:00,2023,1,6,8,0,4.9,4.6000000000000005,0,0,0,0.13,1007,16,1.8
2023-01-06 09:00:00,2023,1,6,9,0,4.2,3.9,0,0,0,0.13,1007,18,1.3
2023-01-06 10:00:00,2023,1,6,10,0,4.4,3.7,0,0,0,0.13,1007,11,1.0
2023-01-06 11:00:00,2023,1,6,11,0,4.6000000000000005,3.7,0,0,0,0.13,1007,343,0.7000000000000001
2023-01-06 12:00:00,2023,1,6,12,0,4.6000000000000005,3.8,0,0,0,0.13,1008,296,0.9
2023-01-06 13:00:00,2023,1,6,13,0,5.7,4.6000000000000005,15,0,15,0.13,1008,284,1.6
2023-01-06 14:00:00,2023,1,6,14,0,6.800000000000001,4.9,65,0,65,0.13,1009,287,2.6
2023-01-06 15:00:00,2023,1,6,15,0,7.5,4.0,174,13,179,0.13,1009,299,3.5
2023-01-06 16:00:00,2023,1,6,16,0,8.0,2.6,75,846,444,0.13,1009,302,3.9
2023-01-06 17:00:00,2023,1,6,17,0,8.3,1.5,180,2,181,0.13,1009,299,4.0
2023-01-06 18:00:00,2023,1,6,18,0,8.3,1.0,178,2,179,0.13,1009,298,4.0
2023-01-06 19:00:00,2023,1,6,19,0,8.0,0.8,171,10,175,0.13,1009,299,3.8
2023-01-06 20:00:00,2023,1,6,20,0,7.2,1.0,103,1,104,0.13,1010,301,3.2
2023-01-06 21:00:00,2023,1,6,21,0,5.7,1.4,34,0,34,0.13,1011,302,2.3000000000000003
2023-01-06 22:00:00,2023,1,6,22,0,4.3,1.1,0,0,0,0.13,1012,302,2.1
2023-01-06 23:00:00,2023,1,6,23,0,3.5,0.9,0,0,0,0.13,1013,301,2.0
2023-01-07 00:00:00,2023,1,7,0,0,2.7,0.6000000000000001,0,0,0,0.13,1014,301,1.9
2023-01-07 01:00:00,2023,1,7,1,0,2.0,0.2,0,0,0,0.13,1014,300,1.9
2023-01-07 02:00:00,2023,1,7,2,0,1.4,0.0,0,0,0,0.13,1014,299,1.9
2023-01-07 03:00:00,2023,1,7,3,0,1.1,-0.2,0,0,0,0.13,1014,299,1.9
2023-01-07 04:00:00,2023,1,7,4,0,0.6000000000000001,-0.4,0,0,0,0.13,1014,299,1.8
2023-01-07 05:00:00,2023,1,7,5,0,0.3,-0.5,0,0,0,0.13,1014,298,1.7000000000000002
2023-01-07 06:00:00,2023,1,7,6,0,0.0,-0.5,0,0,0,0.13,1014,297,1.7000000000000002
2023-01-07 07:00:00,2023,1,7,7,0,-0.3,-0.6000000000000001,0,0,0,0.13,1014,296,1.6
2023-01-07 08:00:00,2023,1,7,8,0,-0.5,-0.7000000000000001,0,0,0,0.13,1014,295,1.6
2023-01-07 09:00:00,2023,1,7,9,0,-0.7000000000000001,-0.7000000000000001,0,0,0,0.13,1014,293,1.6
2023-01-07 10:00:00,2023,1,7,10,0,-0.8,-0.8,0,0,0,0.13,1015,292,1.6
2023-01-07 11:00:00,2023,1,7,11,0,-0.9,-0.9,0,0,0,0.13,1015,293,1.6
2023-01-07 12:00:00,2023,1,7,12,0,-0.8,-0.9,0,0,0,0.13,1015,293,1.6
2023-01-07 13:00:00,2023,1,7,13,0,1.6,-0.1,39,2,40,0.13,1015,293,2.2
2023-01-07 14:00:00,2023,1,7,14,0,3.7,0.8,81,1,81,0.13,1015,291,2.4000000000000004
2023-01-07 15:00:00,2023,1,7,15,0,6.1000000000000005,0.6000000000000001,138,3,140,0.13,1015,297,2.7
2023-01-07 16:00:00,2023,1,7,16,0,7.1000000000000005,0.3,257,138,318,0.13,1015,298,2.7
2023-01-07 17:00:00,2023,1,7,17,0,7.6,0.2,266,216,368,0.13,1014,296,2.7
2023-01-07 18:00:00,2023,1,7,18,0,7.7,0.1,252,239,361,0.13,1014,296,2.7
2023-01-07 19:00:00,2023,1,7,19,0,7.4,0.2,182,479,371,0.13,1014,300,2.7
2023-01-07 20:00:00,2023,1,7,20,0,6.5,1.2000000000000002,164,40,175,0.13,1015,303,2.0
2023-01-07 21:00:00,2023,1,7,21,0,4.6000000000000005,1.6,23,0,23,0.13,1015,304,1.5
2023-01-07 22:00:00,2023,1,7,22,0,3.5,1.1,0,0,0,0.13,1016,306,1.8
2023-01-07 23:00:00,2023,1,7,23,0,3.5,1.0,0,0,0,0.13,1017,311,2.1
2023-01-08 00:00:00,2023,1,8,0,0,2.8000000000000003,0.7000000000000001,0,0,0,0.12,1018,315,2.2
2023-01-08 01:00:00,2023,1,8,1,0,1.9,0.2,0,0,0,0.12,1018,319,2.1
2023-01-08 02:00:00,2023,1,8,2,0,1.3,-0.1,0,0,0,0.12,1018,322,2.2
2023-01-08 03:00:00,2023,1,8,3,0,0.6000000000000001,-0.2,0,0,0,0.12,1018,318,2.1
2023-01-08 04:00:00,2023,1,8,4,0,-0.1,-0.4,0,0,0,0.12,1018,317,2.0
2023-01-08 05:00:00,2023,1,8,5,0,-0.5,-0.5,0,0,0,0.12,1018,323,2.0
2023-01-08 06:00:00,2023,1,8,6,0,-1.0,-1.0,0,0,0,0.12,1019,328,1.8
2023-01-08 07:00:00,2023,1,8,7,0,-1.5,-1.5,0,0,0,0.12,1019,330,1.7000000000000002
2023-01-08 08:00:00,2023,1,8,8,0,-1.9,-1.9,0,0,0,0.12,1019,329,1.6
2023-01-08 09:00:00,2023,1,8,9,0,-2.3000000000000003,-2.3000000000000003,0,0,0,0.12,1019,327,1.5
2023-01-08 10:00:00,2023,1,8,10,0,-2.5,-2.5,0,0,0,0.12,1019,334,1.4
2023-01-08 11:00:00,2023,1,8,11,0,-2.8000000000000003,-2.8000000000000003,0,0,0,0.12,1020,343,1.3
2023-01-08 12:00:00,2023,1,8,12,0,-2.7,-2.7,0,0,0,0.12,1020,343,1.3
2023-01-08 13:00:00,2023,1,8,13,0,-0.3,-1.8,25,483,68,0.12,1020,344,1.7000000000000002
2023-01-08 14:00:00,2023,1,8,14,0,2.0,-1.6,108,382,200,0.12,1020,7,1.3
2023-01-08 15:00:00,2023,1,8,15,0,4.4,-2.7,146,415,295,0.12,1020,75,0.8
2023-01-08 16:00:00,2023,1,8,16,0,5.5,-2.9000000000000004,202,286,328,0.12,1019,152,0.7000000000000001
2023-01-08 17:00:00,2023,1,8,17,0,6.0,-2.4000000000000004,214,309,361,0.12,1018,192,1.1
2023-01-08 18:00:00,2023,1,8,18,0,6.0,-1.8,229,170,307,0.12,1017,202,1.5
2023-01-08 19:00:00,2023,1,8,19,0,5.6000000000000005,-1.1,192,67,218,0.12,1016,201,1.7000000000000002
2023-01-08 20:00:00,2023,1,8,20,0,4.9,0.2,40,0,40,0.12,1016,197,1.3
2023-01-08 21:00:00,2023,1,8,21,0,3.0,0.8,58,7,59,0.12,1015,186,0.9
2023-01-08 22:00:00,2023,1,8,22,0,2.0,0.1,0,0,0,0.12,1015,178,1.2000000000000002
2023-01-08 23:00:00,2023,1,8,23,0,2.2,0.5,0,0,0,0.12,1014,177,1.5
2023-01-09 00:00:00,2023,1,9,0,0,2.4000000000000004,0.9,0,0,0,0.12,1013,175,1.8
2023-01-09 01:00:00,2023,1,9,1,0,2.2,1.5,0,0,0,0.12,1013,192,2.2
2023-01-09 02:00:00,2023,1,9,2,0,1.6,1.2000000000000002,0,0,0,0.12,1013,194,2.0
2023-01-09 03:00:00,2023,1,9,3,0,1.0,0.6000000000000001,0,0,0,0.12,1012,187,1.9
2023-01-09 04:00:00,2023,1,9,4,0,0.9,0.6000000000000001,0,0,0,0.12,1011,175,1.8
2023-01-09 05:00:00,2023,1,9,5,0,1.1,0.8,0,0,0,0.12,1010,186,1.9
2023-01-09 06:00:00,2023,1,9,6,0,1.3,1.1,0,0,0,0.12,1009,206,1.8
2023-01-09 07:00:00,2023,1,9,7,0,1.4,1.3,0,0,0,0.12,1009,229,1.4
2023-01-09 08:00:00,2023,1,9,8,0,1.3,1.2000000000000002,0,0,0,0.12,1008,262,1.3
2023-01-09 09:00:00,2023,1,9,9,0,1.0,1.0,0,0,0,0.12,1007,293,1.4
2023-01-09 10:00:00,2023,1,9,10,0,0.5,0.5,0,0,0,0.12,1007,315,1.4
2023-01-09 11:00:00,2023,1,9,11,0,-0.1,-0.1,0,0,0,0.12,1007,325,1.5
2023-01-09 12:00:00,2023,1,9,12,0,-0.2,-0.2,0,0,0,0.12,1007,325,1.7000000000000002
2023-01-09 13:00:00,2023,1,9,13,0,1.4,0.5,30,338,60,0.12,1008,322,2.6
2023-01-09 14:00:00,2023,1,9,14,0,3.3000000000000003,1.2000000000000002,55,663,214,0.12,1009,321,2.9000000000000004
2023-01-09 15:00:00,2023,1,9,15,0,5.300000000000001,1.2000000000000002,63,815,357,0.12,1009,326,3.3000000000000003
2023-01-09 16:00:00,2023,1,9,16,0,6.5,0.7000000000000001,65,896,461,0.12,1008,326,3.3000000000000003
2023-01-09 17:00:00,2023,1,9,17,0,7.2,0.1,63,933,507,0.12,1007,318,3.4000000000000004
2023-01-09 18:00:00,2023,1,9,18,0,7.2,-0.4,62,934,494,0.12,1007,311,3.7
2023-01-09 19:00:00,2023,1,9,19,0,6.9,-0.8,57,901,417,0.12,1007,308,3.7
2023-01-09 20:00:00,2023,1,9,20,0,6.0,-0.7000000000000001,49,823,291,0.12,1007,306,3.2
2023-01-09 21:00:00,2023,1,9,21,0,3.6,-0.5,34,644,133,0.12,1008,304,2.2
2023-01-09 22:00:00,2023,1,9,22,0,1.8,-1.0,0,0,0,0.12,1008,300,2.0
2023-01-09 23:00:00,2023,1,9,23,0,1.2000000000000002,-1.3,0,0,0,0.12,1009,296,2.2
2023-01-10 00:00:00,2023,1,10,0,0,0.7000000000000001,-1.5,0,0,0,0.13,1009,295,2.2
2023-01-10 01:00:00,2023,1,10,1,0,0.2,-1.7000000000000002,0,0,0,0.13,1009,295,2.2
2023-01-10 02:00:00,2023,1,10,2,0,-0.4,-2.0,0,0,0,0.13,1009,295,2.2
2023-01-10 03:00:00,2023,1,10,3,0,-0.9,-2.2,0,0,0,0.13,1009,296,2.1
2023-01-10 04:00:00,2023,1,10,4,0,-1.2000000000000002,-2.4000000000000004,0,0,0,0.13,1010,300,2.1
2023-01-10 05:00:00,2023,1,10,5,0,-1.5,-2.6,0,0,0,0.13,1010,305,2.0
2023-01-10 06:00:00,2023,1,10,6,0,-1.8,-2.8000000000000003,0,0,0,0.13,1010,310,1.9
2023-01-10 07:00:00,2023,1,10,7,0,-2.1,-2.8000000000000003,0,0,0,0.13,1010,313,1.7000000000000002
2023-01-10 08:00:00,2023,1,10,8,0,-2.2,-2.9000000000000004,0,0,0,0.13,1010,313,1.7000000000000002
2023-01-10 09:00:00,2023,1,10,9,0,-2.3000000000000003,-2.9000000000000004,0,0,0,0.13,1011,309,1.6
2023-01-10 10:00:00,2023,1,10,10,0,-2.3000000000000003,-2.9000000000000004,0,0,0,0.13,1011,304,1.6
2023-01-10 11:00:00,2023,1,10,11,0,-2.5,-2.9000000000000004,0,0,0,0.13,1011,301,1.4
2023-01-10 12:00:00,2023,1,10,12,0,-2.3000000000000003,-2.9000000000000004,0,0,0,0.13,1011,300,1.3
2023-01-10 13:00:00,2023,1,10,13,0,0.5,-1.8,29,393,64,0.13,1012,298,1.7000000000000002
2023-01-10 14:00:00,2023,1,10,14,0,2.5,-1.4,130,112,157,0.13,1012,300,1.7000000000000002
2023-01-10 15:00:00,2023,1,10,15,0,3.8,-1.2000000000000002,121,8,124,0.13,1011,317,1.5
2023-01-10 16:00:00,2023,1,10,16,0,4.3,-0.8,235,104,281,0.13,1011,313,1.2000000000000002
2023-01-10 17:00:00,2023,1,10,17,0,4.800000000000001,-0.3,90,841,492,0.13,1010,296,1.0
2023-01-10 18:00:00,2023,1,10,18,0,5.5,-0.1,204,344,364,0.13,1010,285,0.8
2023-01-10 19:00:00,2023,1,10,19,0,5.7,0.3,188,302,309,0.13,1009,269,0.5
2023-01-10 20:00:00,2023,1,10,20,0,5.4,1.3,107,12,111,0.13,1009,243,0.4
2023-01-10 21:00:00,2023,1,10,21,0,4.5,-0.5,41,2,42,0.13,1010,218,0.7000000000000001
2023-01-10 22:00:00,2023,1,10,22,0,3.5,-1.2000000000000002,0,0,0,0.13,1010,203,0.9
2023-01-10 23:00:00,2023,1,10,23,0,2.5,-1.2000000000000002,0,0,0,0.13,1010,195,1.0
2023-01-11 00:00:00,2023,1,11,0,0,1.9,-1.1,0,0,0,0.13,1011,192,1.2000000000000002
2023-01-11 01:00:00,2023,1,11,1,0,1.4,-1.0,0,0,0,0.13,1011,193,1.2000000000000002
2023-01-11 02:00:00,2023,1,11,2,0,1.2000000000000002,-1.0,0,0,0,0.13,1011,196,1.2000000000000002
2023-01-11 03:00:00,2023,1,11,3,0,1.1,-1.0,0,0,0,0.13,1011,198,1.1
2023-01-11 04:00:00,2023,1,11,4,0,0.8,-1.0,0,0,0,0.13,1012,202,1.1
2023-01-11 05:00:00,2023,1,11,5,0,0.5,-1.0,0,0,0,0.13,1012,211,1.0
2023-01-11 06:00:00,2023,1,11,6,0,0.5,-0.9,0,0,0,0.13,1012,209,0.8
2023-01-11 07:00:00,2023,1,11,7,0,0.7000000000000001,-0.9,0,0,0,0.13,1012,186,0.6000000000000001
2023-01-11 08:00:00,2023,1,11,8,0,0.5,-0.8,0,0,0,0.13,1013,159,0.6000000000000001
2023-01-11 09:00:00,2023,1,11,9,0,0.2,-0.7000000000000001,0,0,0,0.13,1013,136,0.6000000000000001
2023-01-11 10:00:00,2023,1,11,10,0,-0.4,-0.6000000000000001,0,0,0,0.13,1014,113,0.8
2023-01-11 11:00:00,2023,1,11,11,0,-1.4,-1.4,0,0,0,0.13,1014,110,1.0
2023-01-11 12:00:00,2023,1,11,12,0,-1.6,-1.6,0,0,0,0.13,1014,115,1.1
2023-01-11 13:00:00,2023,1,11,13,0,1.1,0.4,42,8,43,0.13,1015,122,1.6
2023-01-11 14:00:00,2023,1,11,14,0,2.7,0.9,123,207,173,0.13,1015,131,1.6
